,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
443155,MA0101202307A0010317,컬러라인홍대사진관,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,,,126.922517238605,37.5576874352908
443448,MA010120220802515061,라틴클럽펠리스,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580001,1,대지,158,1.0,서울특별시 마포구 동교동 158-1,114404139529,서울특별시 마포구 월드컵북로2길,57.0,,1144012100101580001011719,,서울특별시 마포구 월드컵북로2길 57,121898,3995,,1,,126.923346339882,37.5574877601044
443477,MA010120220800241185,이랜드월드패션홍대2,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660015,1,대지,166,15.0,서울특별시 마포구 동교동 166-15,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,1,,126.924968379283,37.5572412394843
443665,MA010120220800253694,제이케이여행사,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,14,,126.923434201278,37.5561009615472
444318,MA010120220801099274,소풍,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000008,1,대지,200,8.0,서울특별시 마포구 동교동 200-8,114403112014,서울특별시 마포구 동교로,205.0,,1144012100102000008022022,,서울특별시 마포구 동교로 205,121819,3993,,1,,126.923106780805,37.5584046346398
444620,MA010120220811881044,옐레나,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,9,,126.924349898273,37.5577491983899
444774,MA010120220803122612,휴가테라피,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,,,126.922927847689,37.556682018566
445176,MA010120220814019127,일박이일,,N1,시설관리·임대,N105,여행사·보조,N10599,기타 여행 보조/예약 서비스업,N75290,기타 여행 보조 및 예약 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
445570,MA010120220805311806,스테이인나비,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101550030,1,대지,155,30.0,서울특별시 마포구 동교동 155-30,114403113014,서울특별시 마포구 양화로,177.0,1.0,1144012100101550030011715,나비호스텔,서울특별시 마포구 양화로 177-1,121816,3994,,,,126.924697350474,37.5579866335083
446165,MA010120220813170911,패트로드국제특허법률사무소,,M1,과학·기술,M103,법무관련 ,M10302,변리사,M71102,변리사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
446222,MA010120220800496546,스튜디오앨리스,,M1,과학·기술,M109,기술 서비스,M10901,건축 설계 및 관련 서비스업,M72111,건축 설계 및 관련 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103310015,1,대지,331,15.0,서울특별시 마포구 서교동 331-15,114403113015,서울특별시 마포구 어울마당로,138.0,,1144012000103310015020435,서정빌딩,서울특별시 마포구 어울마당로 138,121836,4053,,,,126.925472331155,37.556038434903
446725,MA010120220812904186,컴수리다수리,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
447008,MA010120220805191005,에스앤피코퍼레이션,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101550019,1,대지,155,19.0,서울특별시 마포구 동교동 155-19,114404139529,서울특별시 마포구 월드컵북로2길,80.0,,1144012100101550019011711,,서울특별시 마포구 월드컵북로2길 80,121816,3994,,4,,126.924458792027,37.5580475332222
447365,MA0101202305A0181892,엔드클로딩,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640019,1,대지,164,19.0,서울특별시 마포구 동교동 164-19,114404139620,서울특별시 마포구 홍익로6길,44.0,,1144012100101640019011777,,서울특별시 마포구 홍익로6길 44,121817,4050,,1,,126.923967370939,37.5560157180976
447568,MA010120220805694850,문화부동산공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103310014,1,대지,331,14.0,서울특별시 마포구 서교동 331-14,114403113015,서울특별시 마포구 어울마당로,136.0,1.0,1144012000103310014000001,,서울특별시 마포구 어울마당로 136-1,121836,4053,,1,,126.925166786534,37.5560356537095
447752,MA010120220800254639,원스톱트래블,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
447795,MA010120220814005596,로띠에뷰티,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,1,,126.923434201278,37.5561009615472
447949,MA0101202301A0097350,위멘토스,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
448784,MA0101202302A0053670,홍대FaveStay,,I1,숙박,I101,일반 숙박,I10103,펜션,I55104,민박업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640020,1,대지,164,20.0,서울특별시 마포구 동교동 164-20,114404139620,서울특별시 마포구 홍익로6길,46.0,,1144012100101640020021942,,서울특별시 마포구 홍익로6길 46,121817,4050,,5,,126.924079499242,37.5560888230838
448831,MA0106202301A0804855,투에스에이치스포츠,홍대점,G2,소매,G213,오락용품 소매,G21304,운동용품 소매업,G47631,운동 및 경기용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101630016,1,대지,163,16.0,서울특별시 마포구 동교동 163-16,114404139620,서울특별시 마포구 홍익로6길,22.0,,1144012100101630016027130,,서울특별시 마포구 홍익로6길 22,121817,4050,,1,,126.923071908294,37.555322763978
448973,MA010120220814383925,밴스의원,,Q1,보건의료,Q102,의원,Q10204,피부/비뇨기과 의원,Q86201,일반의원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101620006,1,대지,162,6.0,서울특별시 마포구 동교동 162-6,114403113014,서울특별시 마포구 양화로,148.0,,1144012100101620006011754,스칼렛빌딩,서울특별시 마포구 양화로 148,121817,4050,,6,,126.922637736365,37.5556071353858
449249,MA010120220814088704,세무법인서울베스트지점,,M1,과학·기술,M104,회계·세무,M10402,세무사,M71202,세무사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000023,1,대지,200,23.0,서울특별시 마포구 동교동 200-23,114403112014,서울특별시 마포구 동교로,203.0,,1144012100102000023012068,,서울특별시 마포구 동교로 203,121819,3993,,5,,126.923051493432,37.5583140264769
450112,MA010120220800253284,에이치알공간,,N1,시설관리·임대,N104,고용 알선,N10402,임시/일용 인력 공급업,N75121,임시 및 일용 인력 공급업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000034,1,대지,200,34.0,서울특별시 마포구 동교동 200-34,114404139112,서울특별시 마포구 동교로27길,3.0,12.0,1144012100102000034012074,동교동빌딩,서울특별시 마포구 동교로27길 3-12,121819,3993,,5,,126.922623011614,37.558201992543
450492,MA010120220808080069,시욱,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580018,1,대지,158,18.0,서울특별시 마포구 동교동 158-18,114404139529,서울특별시 마포구 월드컵북로2길,37.0,,1144012100101580006000001,,서울특별시 마포구 월드컵북로2길 37,121898,3995,,2,,126.922596684065,37.5568862358952
450723,MA010120220800209830,핑크파우더,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,2,,126.922927847689,37.556682018566
450778,MA010120220814267512,반듯한정형외과의원,,Q1,보건의료,Q102,의원,Q10202,외과 의원,Q86201,일반의원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590001,1,대지,159,1.0,서울특별시 마포구 동교동 159-1,114403113014,서울특별시 마포구 양화로,165.0,,1144012100101590001011730,상진빌딩,서울특별시 마포구 양화로 165,121756,3995,,5,,126.923599454067,37.5572017356505
451777,MA010120220810551000,언더그라운드,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
453109,MA010120220808269678,라인투어,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
453370,MA010120220804497734,에스씨,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103470021,1,대지,347,21.0,서울특별시 마포구 서교동 347-21,114403113015,서울특별시 마포구 어울마당로,130.0,,1144012000103470021024741,기린빌딩,서울특별시 마포구 어울마당로 130,121837,4053,,3,,126.924502352231,37.5558043432705
454078,MA0106202301A1695118,홍대금정씨앤엘두컷네컷사진관무인사진관,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101630012,1,대지,163,12.0,서울특별시 마포구 동교동 163-12,114404139620,서울특별시 마포구 홍익로6길,26.0,,1144012100101630012021935,,서울특별시 마포구 홍익로6길 26,121817,4050,,1,,126.923251025422,37.5554595534897
454105,MA0101202307A0098736,우림커뮤니케이션,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
455004,MA010120220811824268,일루션,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101610015,1,대지,161,15.0,서울특별시 마포구 동교동 161-15,114404139529,서울특별시 마포구 월드컵북로2길,25.0,,1144012100101610015011747,한국심리상담연구소,서울특별시 마포구 월드컵북로2길 25,121898,3995,,1,,126.922082091076,37.556467061019
455298,MA010120220808707594,애플산부인과,,Q1,보건의료,Q102,의원,Q10207,산부인과 의원,Q86201,일반의원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660013,1,대지,166,13.0,서울특별시 마포구 동교동 166-13,114404139423,서울특별시 마포구 양화로18길,3.0,,1144012100101660013011794,삼양세븐스프링스,서울특별시 마포구 양화로18길 3,121818,4051,,5,,126.924552770973,37.5570212051146
456377,MA0101202302A0109942,슬레이스튜디오,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,6,,126.923434201278,37.5561009615472
456387,MA010120220800210638,홍대최대포,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101540017,1,대지,154,17.0,서울특별시 마포구 동교동 154-17,114404139425,서울특별시 마포구 양화로19길,10.0,,1144012100101540017027121,,서울특별시 마포구 양화로19길 10,121816,3994,,1,,126.924344329205,37.5581365942928
456438,MA010120220800247960,엠비츠교육그룹,,P1,교육,P106,기타 교육,P10615,외국어학원,P85631,외국어학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
456781,MA0101202306A0108021,아티스안경원,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660014,1,대지,166,14.0,서울특별시 마포구 동교동 166-14,114403113014,서울특별시 마포구 양화로,176.0,,1144012100101660014028737,동교동스타피카소,서울특별시 마포구 양화로 176,121818,4051,,2,,126.924968379283,37.5572412394843
457623,MA010120220800205633,김밥먹는날,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580025,1,대지,158,25.0,서울특별시 마포구 동교동 158-25,114403112014,서울특별시 마포구 동교로,198.0,,1144012100101580025011727,,서울특별시 마포구 동교로 198,121898,3995,,,,126.92300450541,37.5576468292926
457689,MA010120220801222158,제이브릭스,,M1,과학·기술,M105,광고,M10504,광고물 설계/제작업,J62010,컴퓨터 프로그래밍 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000033,1,대지,200,33.0,서울특별시 마포구 동교동 200-33,114404139112,서울특별시 마포구 동교로27길,3.0,14.0,1144012100102000033012074,,서울특별시 마포구 동교로27길 3-14,121819,3993,,3,,126.922534423324,37.5580660283226
458117,MA010120220814216456,홍대코인노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101620003,1,대지,162,3.0,서울특별시 마포구 동교동 162-3,114404139620,서울특별시 마포구 홍익로6길,15.0,,1144012100101620003024885,삼주빌딩,서울특별시 마포구 홍익로6길 15,121817,4050,,,,126.922686763288,37.5553462814585
458196,MA0101202305A0062441,씨유홍대입구역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101580017,1,대지,158,17.0,서울특별시 마포구 동교동 158-17,114403112014,서울특별시 마포구 동교로,182.0,5.0,1144012100101580017011724,,서울특별시 마포구 동교로 182-5,121898,3995,,1,,126.922226351085,37.5566666065304
458783,MA010120220803736888,홍대아이폰수리센터아이펀조이,,S2,수리·개인,S202,통신장비 수리,S20201,핸드폰/통신장비 수리업,S95120,통신장비 수리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
458955,MA010120220800254176,천우여행사,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
459393,MA010120220800245161,스타이앤씨,,N1,시설관리·임대,N104,고용 알선,N10402,임시/일용 인력 공급업,N75121,임시 및 일용 인력 공급업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
459478,MA010120220807344319,페후여행사,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
459862,MA010120220804984514,소소식당,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101640030,1,대지,164,30.0,서울특별시 마포구 동교동 164-30,114404139620,서울특별시 마포구 홍익로6길,30.0,,1144012100101640030021938,,서울특별시 마포구 홍익로6길 30,121817,4050,,2,,126.923452387163,37.5556235767328
460216,MA010120220802681024,목로관,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460045,1,대지,346,45.0,서울특별시 마포구 서교동 346-45,114403113015,서울특별시 마포구 어울마당로,126.0,,1144012000103460045028194,,서울특별시 마포구 어울마당로 126,121837,4055,,1,,126.92408714181,37.555557279722
461356,MA010120220800002331,파마트엘지약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
462122,MA010120220800022861,인더월드,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000029,1,대지,200,29.0,서울특별시 마포구 동교동 200-29,114403112014,서울특별시 마포구 동교로,193.0,,1144012100102000029022034,동진빌딩,서울특별시 마포구 동교로 193,121819,3993,,7,,126.922517238605,37.5576874352908
462219,MA0101202307A0048044,에이치제이팔레트2,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690009,1,대지,169,9.0,서울특별시 마포구 동교동 169-9,114403113015,서울특별시 마포구 어울마당로,139.0,,1144012100101690009011819,,서울특별시 마포구 어울마당로 139,121818,4051,,1,,126.925364531351,37.5564519317093
463550,MA010120220805275968,무지개숲,,P1,교육,P106,기타 교육,P10611,미술학원,P85622,미술학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101590006,1,대지,159,6.0,서울특별시 마포구 동교동 159-6,114403113014,서울특별시 마포구 양화로,157.0,,1144012100101590006022657,파라다이스텔,서울특별시 마포구 양화로 157,121898,3995,,14,,126.922927847689,37.556682018566
464131,MA010120220809660572,하루,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660003,1,대지,166,3.0,서울특별시 마포구 동교동 166-3,114403113014,서울특별시 마포구 양화로,178.0,8.0,1144012100101660003011789,,서울특별시 마포구 양화로 178-8,121818,4051,,지,,126.925440702853,37.5574527782174
464487,MA010120220808614572,문기영홍차아카데미,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101560002,1,대지,156,2.0,서울특별시 마포구 동교동 156-2,114403113014,서울특별시 마포구 양화로,175.0,,1144012100101560002022656,마젤란21오피스텔,서울특별시 마포구 양화로 175,121816,3994,,5,,126.924349898273,37.5577491983899
464698,MA010120220812567640,목로관이층,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103460045,1,대지,346,45.0,서울특별시 마포구 서교동 346-45,114403113015,서울특별시 마포구 어울마당로,126.0,,1144012000103460045028194,,서울특별시 마포구 어울마당로 126,121837,4055,,2,,126.92408714181,37.555557279722
465086,MA0101202310A0075431,잡스네전파상홍대맥북수리,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,B1,,126.923434201278,37.5561009615472
465521,MA010120220804303337,다해커뮤니케이션,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
466054,MA010120220800249980,메디컬아시아네트웍스,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,N75999,그 외 기타 분류 안된 사업 지원 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101650008,1,대지,165,8.0,서울특별시 마포구 동교동 165-8,114403113014,서울특별시 마포구 양화로,156.0,,1144012100101650008027133,LG팰리스빌딩,서울특별시 마포구 양화로 156,121754,4050,,,,126.923434201278,37.5561009615472
467481,MA010120220814261605,스타브론즈홍대,,G2,소매,G214,연료 소매,G21403,가정용 연료 소매업,G47722,가정용 액체 연료 소매업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000024,1,대지,200,24.0,서울특별시 마포구 동교동 200-24,114403112014,서울특별시 마포구 동교로,201.0,,1144012100102000024012069,,서울특별시 마포구 동교로 201,121819,3993,,1,,126.922951068716,37.558213996138
467763,MA010120220800253062,잉글리쉬로드,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101690015,1,대지,169,15.0,서울특별시 마포구 동교동 169-15,114404139424,서울특별시 마포구 양화로18안길,8.0,,1144012100101690015021958,,서울특별시 마포구 양화로18안길 8,121818,4051,,5,,126.925056914316,37.5565932975922
468180,MA010120220806698864,벨르헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101680002,1,대지,168,2.0,서울특별시 마포구 동교동 168-2,114404139620,서울특별시 마포구 홍익로6길,78.0,,1144012100101680002000001,,서울특별시 마포구 홍익로6길 78,121818,4051,,2,,126.925446007354,37.5570834005531
468618,MA010120220800214655,드림페이스,,Q1,보건의료,Q102,의원,Q10208,성형외과 의원,Q86201,일반의원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101660001,1,대지,166,1.0,서울특별시 마포구 동교동 166-1,114403113014,서울특별시 마포구 양화로,178.0,,1144012100101660001011788,,서울특별시 마포구 양화로 178,121818,4051,,7,,126.925191088816,37.5574955580318
469128,MA010120220805737341,홍대아베크뮤직아카데미학원,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100102000028,1,대지,200,28.0,서울특별시 마포구 동교동 200-28,114403112014,서울특별시 마포구 동교로,195.0,,1144012100102000028027167,화봉빌딩,서울특별시 마포구 동교로 195,121819,3993,,6,,126.922594769151,37.5578052778492
